sale_id,date,category,location,amount
1135,2023-01-21,Games,Galway,67.28
1136,2023-01-21,Books,Waterford,7.2
1137,2023-01-21,Clothing,Dublin,36.22
1138,2023-01-21,Books,Galway,12.11
1139,2023-01-21,Clothing,Galway,43.55
1140,2023-01-21,Clothing,Dublin,43.01
1141,2023-01-21,Clothing,Waterford,44.92
1142,2023-01-22,Games,Cork,63.49
1143,2023-01-22,Electronics,Dublin,87.39
1144,2023-01-23,Clothing,Waterford,51.7
1145,2023-01-23,Clothing,Dublin,34.25
1146,2023-01-23,Books,Limerick,12.95
1147,2023-01-23,Games,Galway,56.87
1148,2023-01-23,Electronics,Cork,92.94
1149,2023-01-24,Electronics,Galway,75.26
1150,2023-01-24,Clothing,Cork,73.47
1151,2023-01-24,Books,Galway,10.14
1152,2023-01-24,Books,Dublin,7.39
1153,2023-01-24,Electronics,Waterford,107.01
1154,2023-01-24,Clothing,Dublin,47.92
1155,2023-01-24,Books,Galway,16.97
1156,2023-01-24,Games,Galway,37.39
1157,2023-01-25,Games,Galway,22.03
1158,2023-01-25,Clothing,Galway,36.71
1159,2023-01-25,Clothing,Dublin,39.31
1160,2023-01-25,Clothing,Galway,40.19
1161,2023-01-25,Electronics,Galway,91.4
1162,2023-01-26,Electronics,Cork,108.61
1163,2023-01-26,Clothing,Cork,23.53
1164,2023-01-26,Electronics,Limerick,61.38
1165,2023-01-26,Clothing,Limerick,34.3
1166,2023-01-26,Electronics,Dublin,65.01
1167,2023-01-26,Games,Galway,9.0
1168,2023-01-26,Clothing,Galway,62.84
1169,2023-01-26,Games,Galway,53.56
1170,2023-01-26,Books,Cork,11.87
1171,2023-01-27,Books,Galway,13.04
1172,2023-01-27,Books,Dublin,23.72
1173,2023-01-27,Clothing,Galway,56.95
1174,2023-01-27,Clothing,Dublin,53.47
1175,2023-01-27,Electronics,Dublin,94.96
1176,2023-01-28,Books,Limerick,9.68
1177,2023-01-28,Electronics,Galway,88.12
1178,2023-01-28,Clothing,Dublin,25.82
1179,2023-01-28,Clothing,Dublin,70.44
1180,2023-01-28,Electronics,Cork,74.3
1181,2023-01-28,Books,Dublin,8.47
1182,2023-01-29,Books,Dublin,6.84
1183,2023-01-29,Games,Waterford,66.04
1184,2023-01-29,Books,Cork,6.66
1185,2023-01-29,Electronics,Dublin,99.13
1186,2023-01-29,Clothing,Dublin,44.3
1187,2023-01-29,Electronics,Cork,86.91
1188,2023-01-29,Electronics,Cork,127.41
1189,2023-01-30,Games,Cork,39.05
1190,2023-01-30,Clothing,Limerick,47.45
1191,2023-01-30,Electronics,Cork,71.47
1192,2023-01-30,Clothing,Galway,28.02
1193,2023-01-30,Games,Galway,65.08
1194,2023-01-31,Books,Galway,11.14
1195,2023-01-31,Books,Dublin,14.83
1196,2023-01-31,Games,Cork,63.77
1197,2023-01-31,Games,Cork,51.63
1198,2023-01-31,Electronics,Cork,83.77
1199,2023-02-01,Books,Waterford,15.27
1200,2023-02-01,Games,Galway,7.7
1201,2023-02-01,Clothing,Dublin,35.81
1202,2023-02-01,Clothing,Limerick,55.94
1203,2023-02-01,Books,Limerick,23.76
1204,2023-02-01,Games,Dublin,63.91
1205,2023-02-01,Clothing,Dublin,42.3
1206,2023-02-01,Books,Limerick,15.84
1207,2023-02-01,Books,Dublin,11.17
1208,2023-02-01,Books,Dublin,19.81
1209,2023-02-02,Clothing,Cork,53.54
1210,2023-02-02,Clothing,Dublin,31.93
1211,2023-02-02,Books,Galway,7.25
1212,2023-02-02,Books,Cork,17.18
1213,2023-02-03,Clothing,Cork,58.9
1214,2023-02-03,Books,Galway,12.76
1215,2023-02-03,Books,Dublin,16.33
1216,2023-02-03,Books,Cork,17.06
1217,2023-02-03,Games,Limerick,69.78
1218,2023-02-03,Books,Dublin,17.57
1219,2023-02-04,Electronics,Limerick,76.08
1220,2023-02-04,Games,Galway,66.94
1221,2023-02-04,Books,Limerick,13.51
1222,2023-02-04,Electronics,Cork,90.44
1223,2023-02-04,Games,Galway,67.78
1224,2023-02-04,Books,Dublin,5.8
1225,2023-02-04,Games,Galway,67.27
1226,2023-02-04,Electronics,Limerick,73.85
1227,2023-02-06,Books,Cork,12.1
1228,2023-02-06,Clothing,Limerick,58.14
1229,2023-02-06,Books,Dublin,21.01
1230,2023-02-06,Electronics,Dublin,77.69
1231,2023-02-06,Clothing,Waterford,24.56
1232,2023-02-07,Books,Cork,7.38
1233,2023-02-07,Clothing,Dublin,27.18
1234,2023-02-07,Electronics,Galway,114.04
1235,2023-02-07,Clothing,Cork,42.78
1236,2023-02-07,Clothing,Limerick,25.09
1237,2023-02-07,Clothing,Waterford,38.02
1238,2023-02-07,Clothing,Dublin,19.97
1239,2023-02-07,Clothing,Dublin,38.66
1240,2023-02-08,Games,Galway,63.97
1241,2023-02-08,Clothing,Galway,18.86
1242,2023-02-08,Books,Galway,19.35
1243,2023-02-09,Electronics,Galway,113.79
1244,2023-02-09,Games,Galway,68.59
1245,2023-02-09,Clothing,Cork,31.74
1246,2023-02-09,Games,Cork,68.84
1247,2023-02-09,Clothing,Waterford,25.37
1248,2023-02-09,Games,Galway,28.9
1249,2023-02-09,Electronics,Limerick,122.48
1250,2023-02-09,Clothing,Waterford,20.99
1251,2023-02-09,Clothing,Galway,27.96
1252,2023-02-10,Books,Galway,13.73
1253,2023-02-10,Games,Galway,51.81
1254,2023-02-10,Games,Galway,76.43
1255,2023-02-10,Games,Limerick,65.88
1256,2023-02-10,Books,Waterford,21.8
1257,2023-02-10,Clothing,Limerick,51.58
1258,2023-02-10,Games,Cork,55.88
1259,2023-02-11,Books,Dublin,8.04
1260,2023-02-11,Books,Limerick,15.74
1261,2023-02-11,Books,Dublin,11.35
1262,2023-02-11,Games,Galway,35.6
1263,2023-02-11,Games,Dublin,44.29
1264,2023-02-11,Games,Dublin,91.81
1265,2023-02-11,Games,Galway,70.08
1266,2023-02-11,Clothing,Waterford,55.48
1267,2023-02-11,Clothing,Galway,23.78
1268,2023-02-12,Electronics,Waterford,89.99
1269,2023-02-12,Books,Cork,13.9
1270,2023-02-12,Electronics,Limerick,94.39
1271,2023-02-13,Books,Galway,19.17
1272,2023-02-13,Games,Limerick,47.19
1273,2023-02-13,Clothing,Limerick,41.79
1274,2023-02-13,Games,Dublin,63.31
1275,2023-02-13,Clothing,Galway,46.11
1276,2023-02-13,Clothing,Dublin,52.12
1277,2023-02-13,Games,Galway,8.0
1278,2023-02-13,Clothing,Waterford,25.22
1279,2023-02-13,Clothing,Dublin,37.67
1280,2023-02-13,Books,Galway,9.93
1281,2023-02-14,Clothing,Galway,23.69
1282,2023-02-14,Books,Dublin,8.0
1283,2023-02-14,Clothing,Galway,49.92
1284,2023-02-14,Books,Dublin,13.34
1285,2023-02-14,Games,Galway,31.43
1286,2023-02-15,Games,Galway,84.32
1287,2023-02-15,Clothing,Cork,32.97
1288,2023-02-15,Books,Cork,19.3
1289,2023-02-15,Clothing,Dublin,43.45
1290,2023-02-16,Games,Waterford,62.37
1291,2023-02-16,Electronics,Galway,59.21
1292,2023-02-16,Books,Dublin,14.17
1293,2023-02-16,Games,Limerick,41.08
1294,2023-02-16,Clothing,Limerick,50.29
1295,2023-02-16,Books,Cork,28.93
1296,2023-02-16,Clothing,Cork,62.86
1297,2023-02-17,Books,Dublin,21.45
1298,2023-02-17,Books,Cork,7.61
1299,2023-02-17,Games,Galway,54.28
1300,2023-02-17,Books,Cork,13.8
1301,2023-02-17,Clothing,Waterford,18.69
1302,2023-02-18,Clothing,Limerick,44.82
1303,2023-02-18,Clothing,Galway,55.11
1304,2023-02-18,Games,Galway,56.6
1305,2023-02-18,Clothing,Dublin,53.81
1306,2023-02-18,Books,Waterford,21.75
1307,2023-02-18,Clothing,Cork,34.33
1308,2023-02-18,Books,Dublin,24.78
1309,2023-02-19,Games,Dublin,32.83
1310,2023-02-20,Games,Cork,45.56
1311,2023-02-20,Clothing,Dublin,39.23
1312,2023-02-20,Clothing,Waterford,33.41
1313,2023-02-20,Clothing,Galway,17.48
1314,2023-02-20,Books,Dublin,20.29
1315,2023-02-20,Books,Waterford,24.27
1316,2023-02-20,Clothing,Limerick,47.53
1317,2023-02-20,Games,Cork,52.29
1318,2023-02-20,Electronics,Dublin,84.47
1319,2023-02-21,Clothing,Limerick,46.89
1320,2023-02-21,Electronics,Dublin,98.78
1321,2023-02-21,Books,Cork,14.09
1322,2023-02-22,Books,Dublin,11.98
1323,2023-02-22,Electronics,Waterford,51.71
1324,2023-02-22,Electronics,Dublin,89.52
1325,2023-02-22,Electronics,Dublin,111.11
1326,2023-02-22,Clothing,Dublin,40.91
1327,2023-02-22,Games,Dublin,19.15
1328,2023-02-22,Games,Galway,33.58
1329,2023-02-22,Clothing,Cork,16.01
1330,2023-02-22,Electronics,Galway,58.97
1331,2023-02-22,Books,Dublin,22.55
1332,2023-02-23,Clothing,Dublin,42.62
1333,2023-02-23,Clothing,Galway,46.95
1334,2023-02-23,Books,Galway,3.97
1335,2023-02-24,Electronics,Waterford,98.16
1336,2023-02-24,Books,Limerick,18.49
1337,2023-02-24,Games,Limerick,75.06
1338,2023-02-25,Electronics,Galway,74.27
1339,2023-02-25,Electronics,Limerick,70.78
1340,2023-02-25,Clothing,Cork,59.15
1341,2023-02-25,Books,Galway,18.23
1342,2023-02-25,Books,Cork,13.51
1343,2023-02-26,Books,Dublin,18.78
1344,2023-02-26,Electronics,Galway,116.37
1345,2023-02-26,Books,Galway,16.54
1346,2023-02-26,Games,Limerick,60.6
1347,2023-02-26,Clothing,Waterford,54.1
1348,2023-02-27,Books,Cork,18.73
1349,2023-02-27,Electronics,Dublin,87.88
1350,2023-02-27,Electronics,Dublin,91.28
1351,2023-02-27,Clothing,Dublin,11.74
1352,2023-02-28,Electronics,Dublin,70.29
1353,2023-02-28,Books,Galway,28.01
1354,2023-02-28,Clothing,Galway,30.81
1355,2023-02-28,Games,Waterford,15.7
1356,2023-02-28,Clothing,Dublin,60.25
1357,2023-02-28,Books,Dublin,23.99
1358,2023-02-28,Books,Limerick,8.44
1359,2023-02-28,Electronics,Limerick,90.5
1360,2023-02-28,Electronics,Limerick,86.7
1361,2023-03-01,Games,Galway,43.83
1362,2023-03-01,Clothing,Cork,27.37
1363,2023-03-01,Games,Galway,33.38
1364,2023-03-01,Books,Cork,12.53
1365,2023-03-01,Clothing,Cork,48.29
1366,2023-03-01,Books,Waterford,14.05
1367,2023-03-02,Clothing,Dublin,43.47
1368,2023-03-02,Electronics,Dublin,92.33
1369,2023-03-02,Clothing,Galway,37.06
1370,2023-03-02,Games,Galway,36.96
1371,2023-03-02,Clothing,Dublin,27.13
1372,2023-03-02,Books,Cork,13.13
1373,2023-03-02,Electronics,Dublin,89.76
1374,2023-03-02,Games,Cork,21.34
1375,2023-03-02,Electronics,Dublin,78.21
1376,2023-03-02,Clothing,Cork,54.72
1377,2023-03-02,Books,Cork,10.92
1378,2023-03-02,Books,Galway,15.61
1379,2023-03-03,Games,Galway,21.46
1380,2023-03-03,Clothing,Limerick,58.91
1381,2023-03-03,Games,Dublin,77.04
1382,2023-03-03,Books,Limerick,16.29
1383,2023-03-03,Games,Cork,52.52
1384,2023-03-03,Electronics,Dublin,96.99
1385,2023-03-03,Books,Dublin,14.32
1386,2023-03-03,Electronics,Dublin,79.34
1387,2023-03-03,Electronics,Dublin,102.95
1388,2023-03-03,Books,Dublin,11.37
1389,2023-03-03,Books,Dublin,17.09
1390,2023-03-04,Clothing,Dublin,59.1
1391,2023-03-04,Games,Cork,26.11
1392,2023-03-04,Games,Galway,47.1
1393,2023-03-04,Books,Waterford,15.07
1394,2023-03-04,Games,Dublin,6.87
1395,2023-03-04,Games,Dublin,40.1
1396,2023-03-04,Games,Limerick,51.44
1397,2023-03-04,Games,Galway,24.17
1398,2023-03-04,Clothing,Limerick,55.02
1399,2023-03-04,Clothing,Dublin,65.04
1400,2023-03-04,Electronics,Dublin,112.2
1401,2023-03-04,Books,Dublin,25.43
1402,2023-03-04,Electronics,Waterford,85.62
1403,2023-03-04,Electronics,Galway,107.87
1404,2023-03-05,Games,Dublin,56.81
1405,2023-03-05,Electronics,Limerick,71.49
1406,2023-03-05,Books,Cork,10.27
1407,2023-03-05,Clothing,Cork,33.98
1408,2023-03-05,Books,Dublin,6.1
1409,2023-03-06,Electronics,Cork,89.66
1410,2023-03-06,Clothing,Galway,40.47
1411,2023-03-06,Clothing,Dublin,83.32
1412,2023-03-06,Clothing,Waterford,44.57
1413,2023-03-06,Books,Limerick,21.93
1414,2023-03-06,Clothing,Cork,48.38
1415,2023-03-06,Books,Galway,11.57
1416,2023-03-06,Clothing,Cork,25.46
1417,2023-03-06,Books,Waterford,12.13
1418,2023-03-06,Games,Galway,43.3
1419,2023-03-06,Electronics,Dublin,107.49
1420,2023-03-06,Clothing,Dublin,58.76
1421,2023-03-07,Books,Cork,13.04
1422,2023-03-07,Electronics,Dublin,86.29
1423,2023-03-07,Games,Galway,34.03
1424,2023-03-07,Games,Galway,46.21
1425,2023-03-07,Clothing,Dublin,44.15
1426,2023-03-07,Games,Dublin,38.93
1427,2023-03-07,Games,Galway,52.84
1428,2023-03-07,Clothing,Dublin,30.42
1429,2023-03-07,Books,Waterford,21.76
1430,2023-03-07,Clothing,Dublin,43.45
1431,2023-03-07,Games,Dublin,38.57
1432,2023-03-07,Books,Limerick,22.12
1433,2023-03-08,Clothing,Cork,13.71
1434,2023-03-08,Clothing,Cork,38.04
1435,2023-03-08,Games,Dublin,81.02
1436,2023-03-08,Books,Dublin,21.21
1437,2023-03-08,Books,Galway,19.03
1438,2023-03-08,Clothing,Limerick,39.45
1439,2023-03-08,Clothing,Dublin,55.56
1440,2023-03-08,Electronics,Dublin,101.13
1441,2023-03-08,Games,Galway,71.99
1442,2023-03-08,Clothing,Waterford,24.62
1443,2023-03-08,Clothing,Galway,56.98
1444,2023-03-09,Books,Dublin,10.41
1445,2023-03-09,Games,Dublin,24.18
1446,2023-03-09,Clothing,Cork,39.87
1447,2023-03-09,Games,Galway,48.56
1448,2023-03-09,Electronics,Limerick,109.39
1449,2023-03-10,Books,Dublin,13.93
1450,2023-03-10,Clothing,Dublin,44.87
1451,2023-03-10,Clothing,Waterford,24.71
1452,2023-03-10,Books,Dublin,8.78
1453,2023-03-10,Books,Waterford,13.17
1454,2023-03-10,Clothing,Dublin,48.84
1455,2023-03-11,Clothing,Galway,79.3
1456,2023-03-11,Clothing,Galway,24.03
1457,2023-03-11,Games,Limerick,86.53
1458,2023-03-11,Books,Cork,13.56
1459,2023-03-11,Clothing,Cork,61.47
1460,2023-03-11,Books,Waterford,7.57
1461,2023-03-11,Games,Cork,55.29
1462,2023-03-11,Electronics,Dublin,92.41
1463,2023-03-11,Clothing,Dublin,33.21
1464,2023-03-11,Books,Dublin,13.62
1465,2023-03-11,Electronics,Dublin,89.99
1466,2023-03-12,Electronics,Galway,91.95
1467,2023-03-12,Clothing,Limerick,11.37
1468,2023-03-12,Clothing,Dublin,21.0
1469,2023-03-13,Clothing,Dublin,26.64
1470,2023-03-13,Books,Cork,7.0
1471,2023-03-13,Books,Dublin,8.07
1472,2023-03-13,Books,Dublin,18.73
1473,2023-03-14,Clothing,Cork,44.63
1474,2023-03-14,Books,Galway,10.32
1475,2023-03-14,Games,Galway,68.82
1476,2023-03-14,Electronics,Dublin,89.88
1477,2023-03-15,Clothing,Dublin,25.82
1478,2023-03-15,Clothing,Dublin,49.39
1479,2023-03-15,Clothing,Dublin,60.09
1480,2023-03-15,Games,Galway,42.87
1481,2023-03-15,Clothing,Waterford,51.08
1482,2023-03-15,Books,Cork,16.46
1483,2023-03-15,Books,Limerick,16.63
1484,2023-03-15,Games,Galway,24.78
1485,2023-03-15,Books,Dublin,8.13
1486,2023-03-15,Electronics,Cork,73.15
1487,2023-03-15,Clothing,Waterford,44.7
1488,2023-03-15,Clothing,Limerick,38.97
1489,2023-03-16,Electronics,Dublin,87.17
1490,2023-03-16,Clothing,Galway,59.43
1491,2023-03-16,Electronics,Limerick,113.05
1492,2023-03-16,Games,Galway,12.11
1493,2023-03-16,Electronics,Galway,57.75
1494,2023-03-16,Books,Cork,12.67
1495,2023-03-16,Books,Dublin,17.2
1496,2023-03-16,Electronics,Galway,98.71
1497,2023-03-17,Games,Cork,44.59
1498,2023-03-17,Clothing,Dublin,7.96
1499,2023-03-17,Clothing,Dublin,68.38
1500,2023-03-17,Electronics,Galway,79.53
1501,2023-03-17,Clothing,Waterford,45.37
1502,2023-03-17,Electronics,Galway,90.31
1503,2023-03-17,Clothing,Limerick,35.02
1504,2023-03-18,Clothing,Galway,56.79
1505,2023-03-18,Books,Cork,21.35
1506,2023-03-18,Books,Cork,8.13
1507,2023-03-18,Books,Dublin,9.0
1508,2023-03-18,Clothing,Galway,30.07
1509,2023-03-18,Clothing,Dublin,45.16
1510,2023-03-18,Books,Dublin,16.39
1511,2023-03-18,Electronics,Limerick,95.38
1512,2023-03-18,Clothing,Cork,57.02
1513,2023-03-18,Electronics,Dublin,105.38
1514,2023-03-18,Clothing,Limerick,33.36
1515,2023-03-18,Games,Waterford,22.14
1516,2023-03-18,Games,Dublin,34.64
1517,2023-03-18,Electronics,Galway,107.93
1518,2023-03-19,Clothing,Dublin,29.27
1519,2023-03-19,Electronics,Cork,107.14
1520,2023-03-19,Books,Galway,18.39
1521,2023-03-20,Clothing,Dublin,72.64
1522,2023-03-20,Games,Limerick,49.78
1523,2023-03-20,Clothing,Dublin,4.94
1524,2023-03-20,Clothing,Cork,70.31
1525,2023-03-20,Games,Galway,50.67
1526,2023-03-20,Games,Cork,47.5
1527,2023-03-20,Books,Cork,22.2
1528,2023-03-20,Games,Galway,43.01
1529,2023-03-20,Clothing,Cork,23.91
1530,2023-03-21,Books,Dublin,13.23
1531,2023-03-21,Games,Galway,61.62
1532,2023-03-21,Clothing,Dublin,34.1
1533,2023-03-21,Clothing,Galway,67.39
1534,2023-03-21,Books,Dublin,10.13
1535,2023-03-21,Clothing,Cork,28.25
1536,2023-03-22,Clothing,Limerick,19.26
1537,2023-03-22,Books,Limerick,24.6
1538,2023-03-22,Books,Dublin,23.69
1539,2023-03-22,Electronics,Dublin,85.45
1540,2023-03-22,Clothing,Limerick,26.64
1541,2023-03-23,Games,Dublin,14.15
1542,2023-03-23,Clothing,Galway,61.82
1543,2023-03-23,Clothing,Galway,49.42
1544,2023-03-23,Games,Waterford,62.93
1545,2023-03-23,Clothing,Limerick,34.31
1546,2023-03-23,Clothing,Waterford,58.22
1547,2023-03-23,Electronics,Cork,90.37
1548,2023-03-24,Electronics,Dublin,71.96
1549,2023-03-24,Games,Galway,31.65
1550,2023-03-24,Electronics,Cork,93.95
1551,2023-03-24,Books,Waterford,8.09
1552,2023-03-24,Games,Cork,60.57
1553,2023-03-24,Electronics,Limerick,75.62
1554,2023-03-24,Books,Galway,12.58
1555,2023-03-24,Games,Galway,39.12
1556,2023-03-24,Clothing,Waterford,34.97
1557,2023-03-24,Clothing,Limerick,47.82
1558,2023-03-24,Electronics,Dublin,69.87
1559,2023-03-25,Books,Galway,11.59
1560,2023-03-25,Games,Galway,21.92
1561,2023-03-25,Electronics,Dublin,82.05
1562,2023-03-25,Clothing,Dublin,24.63
1563,2023-03-25,Books,Galway,15.65
1564,2023-03-25,Books,Dublin,17.22
1565,2023-03-25,Clothing,Limerick,69.04
1566,2023-03-25,Electronics,Cork,82.62
1567,2023-03-25,Books,Dublin,21.69
1568,2023-03-25,Books,Cork,12.19
1569,2023-03-25,Clothing,Dublin,29.62
1570,2023-03-25,Clothing,Limerick,49.35
1571,2023-03-25,Clothing,Galway,55.23
1572,2023-03-26,Clothing,Waterford,56.38
1573,2023-03-26,Books,Dublin,17.56
1574,2023-03-26,Books,Cork,15.72
1575,2023-03-26,Books,Dublin,23.85
1576,2023-03-26,Electronics,Galway,82.61
1577,2023-03-26,Books,Galway,10.67
1578,2023-03-26,Clothing,Galway,30.27
1579,2023-03-26,Electronics,Waterford,70.38
1580,2023-03-27,Games,Galway,36.22
1581,2023-03-27,Electronics,Dublin,113.87
1582,2023-03-27,Electronics,Limerick,65.43
1583,2023-03-27,Clothing,Dublin,66.31
1584,2023-03-27,Games,Cork,18.68
1585,2023-03-27,Books,Cork,20.34
1586,2023-03-27,Games,Galway,9.0
1587,2023-03-28,Games,Galway,84.97
1588,2023-03-28,Games,Cork,35.96
1589,2023-03-28,Clothing,Limerick,42.86
1590,2023-03-28,Electronics,Cork,88.7
1591,2023-03-28,Books,Cork,13.25
1592,2023-03-28,Games,Galway,80.95
1593,2023-03-29,Games,Cork,71.42
1594,2023-03-29,Games,Galway,48.78
1595,2023-03-29,Books,Cork,17.36
1596,2023-03-29,Clothing,Cork,54.26
1597,2023-03-29,Games,Dublin,43.87
1598,2023-03-29,Books,Limerick,19.31
1599,2023-03-29,Clothing,Limerick,55.95
1600,2023-03-30,Clothing,Cork,31.0
1601,2023-03-30,Books,Cork,9.19
1602,2023-03-30,Games,Galway,56.79
1603,2023-03-30,Books,Dublin,10.51
1604,2023-03-31,Books,Limerick,17.16
1605,2023-03-31,Books,Cork,13.6
1606,2023-03-31,Clothing,Dublin,55.22
1607,2023-03-31,Clothing,Cork,53.75
1608,2023-03-31,Clothing,Cork,71.78
1609,2023-03-31,Books,Limerick,21.32
1610,2023-03-31,Books,Cork,17.68
1611,2023-03-31,Games,Limerick,37.75
1612,2023-03-31,Games,Galway,29.6
1613,2023-03-31,Books,Dublin,17.67
1614,2023-04-01,Books,Cork,21.65
1615,2023-04-01,Games,Dublin,67.92
1616,2023-04-01,Games,Dublin,47.4
1617,2023-04-01,Books,Limerick,12.21
1618,2023-04-01,Electronics,Cork,107.51
1619,2023-04-02,Games,Waterford,55.21
