id,title,authors,languages,subjects,copyright,media_type,download_count
74453,Veillées d'Auvergne,"Ajalbert, Jean",fr,Auvergne (France) -- Description and travel,False,Text,528
38760,"L'Illustration, No. 3664, 17 Mai 1913",Various,fr,Illustrated periodicals -- France,False,Text,502
45150,Dictionnaire érotique moderne,"Delvau, Alfred",fr,"Erotic literature; French language -- Glossaries, vocabularies, etc.; French language -- Slang; French language -- Terms and phrases",False,Text,502
18610,Éloge du sein des femmes: Ouvrage curieux,"Mercier de Compiègne, Claude-François-Xavier",fr,Breast,False,Text,501
17809,Sous le burnous,"France, Hector",fr,Algeria -- Fiction; Algeria -- Social life and customs -- Fiction,False,Text,490
74465,Le divorce de Cady : $b roman,"Pert, Camille",fr,French fiction -- 20th century,False,Text,488
800,Le tour du monde en quatre-vingts jours,"Verne, Jules",fr,Adventure stories; Voyages around the world -- Fiction,False,Text,487
22575,Le Tour du Monde; Afrique Orientale: Journal des voyages et des voyageurs; 2. sem. 1860,Various,fr,Geography -- Pictorial works -- Periodicals; Travelers -- Periodicals; Voyages and travels -- Periodicals,False,Text,483
14343,Poésies de Charles d'Orléans,"Charles, d'Orléans",fr,French poetry -- To 1500,False,Text,480
55456,Aventures d'Alice au pays des merveilles,"Carroll, Lewis",fr,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,False,Text,479
56149,A rebours,"Huysmans, J.-K. (Joris-Karl)",fr,Aesthetics -- Fiction; French fiction -- 19th century,False,Text,479
74446,L'âge d'or,"Jaloux, Edmond",fr,French fiction -- 20th century,False,Text,478
74420,Le rêve de Suzy,"Ardel, Henri",fr,French fiction -- 20th century,False,Text,475
39171,Manuel de la politesse des usages du monde et du savoir-vivre,"Rostaing, Jules",fr,Etiquette,False,Text,470
17990,"Le comte de Monte-Cristo, Tome II","Dumas, Alexandre; Maquet, Auguste",fr,"Adventure stories; Dantès, Edmond (Fictitious character) -- Fiction; France -- History -- 19th century -- Fiction; Historical fiction; Pirates -- Fiction; Prisoners -- Fiction; Revenge -- Fiction",False,Text,463
